,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
584,367181550.0,2023-01-01T00:00:02,29.57556,-89.79386,0.0,352.7,511.0,BELLE CHASSE II,,WDD7069,60.0,0.0,41.0,16.0,,60.0,A
585,366991080.0,2023-01-01T00:00:01,29.7635,-95.09719,0.0,190.0,511.0,JASON JOSEPH,,WDH6770,31.0,0.0,17.0,6.0,,31.0,A
586,366987010.0,2023-01-01T00:00:03,41.3236,-89.10919,0.0,298.5,511.0,MARY ELLEN,,WDC2051,31.0,0.0,16.0,6.0,,52.0,A
587,366946840.0,2023-01-01T00:00:08,39.91122,-75.21155,0.0,350.8,511.0,KATHLEEN TURECAMO,IMO7047552,WDC3466,31.0,0.0,29.0,8.0,3.9,52.0,A
588,367356580.0,2023-01-01T00:00:02,17.62399,-64.88511,6.2,264.8,265.0,OCEAN TOWER,IMO7717676,WDE4689,31.0,0.0,35.0,9.0,4.3,31.0,A
589,368124590.0,2023-01-01T00:00:04,29.6141,-95.01855,0.0,353.0,87.0,CECIL M,IMO9901855,WDL3746,52.0,0.0,30.0,13.0,5.4,52.0,A
590,367112570.0,2023-01-01T00:00:04,29.73687,-95.14013,0.1,246.3,511.0,AUDREY GUIDRY,,WDD2225,31.0,0.0,16.0,6.0,,56.0,A
591,367762610.0,2023-01-01T00:00:00,21.31686,-157.87758,0.0,42.3,511.0,KALANI,,WDJ2879,30.0,,16.0,5.0,,,B
592,366953930.0,2023-01-01T00:00:04,40.53575,-74.25419,0.0,56.4,168.0,MATTHEW TIBBETTS,IMO8986949,WDB8156,31.0,0.0,29.0,8.0,3.3,52.0,A
593,366783820.0,2023-01-01T00:00:05,27.92856,-82.42757,0.0,0.0,511.0,MISS KATHI,,WCZ8756,30.0,15.0,20.0,,,0.0,A
594,367583470.0,2023-01-01T00:00:09,34.73969,-90.56235,6.3,231.7,209.0,EMILY DAVIS,,WDG9019,31.0,12.0,32.0,,,57.0,A
595,367530640.0,2023-01-01T00:00:01,30.13555,-93.32283,4.8,249.0,248.0,CECIL,IMO8976528,WDG3881,31.0,0.0,21.0,9.0,,57.0,A
596,369970629.0,2023-01-01T00:00:06,41.57527,-90.4044,0.0,287.8,511.0,MUSCATINE,,AEML,31.0,0.0,,,,31.0,A
597,367628670.0,2023-01-01T00:00:01,28.71826,-90.86163,20.6,236.3,233.0,PAUL AILLET,IMO9316799,WDH5514,90.0,0.0,55.0,9.0,3.2,40.0,A
598,367156370.0,2023-01-01T00:00:01,39.37339,-74.42709,0.0,360.0,511.0,EVERGREEN STATE,,WDD5302,31.0,0.0,14.0,4.0,,0.0,A
599,367740820.0,2023-01-01T00:00:03,45.64331,-122.75276,0.0,286.2,511.0,RELIEF,,WDI8657,60.0,0.0,12.0,4.0,,50.0,A
600,367371510.0,2023-01-01T00:00:06,36.99043,-89.14812,0.0,114.0,123.0,DAVID L GRIGGS,IMO7742009,WDE5778,31.0,12.0,39.0,12.0,,57.0,A
601,366847780.0,2023-01-01T00:00:06,30.40308,-87.21242,0.1,187.8,22.0,PACIFIC DAWN,IMO7400467,WDA7844,31.0,0.0,32.0,8.0,3.6,31.0,A
602,367142170.0,2023-01-01T00:00:07,30.27754,-81.71341,0.1,360.0,511.0,VALOR,,WDH6757,37.0,,19.0,5.0,,,B
603,368122590.0,2023-01-01T00:00:00,47.66625,-122.39207,0.0,269.5,179.0,KAORI,,WDL3536,36.0,5.0,33.0,8.0,3.1,36.0,A
604,367774150.0,2023-01-01T00:00:08,37.07283,-89.25564,5.4,159.2,155.0,SCF MARINER,,WDJ4074,31.0,12.0,,,,57.0,A
605,636014814.0,2023-01-01T00:00:06,28.6688,-94.4653,0.0,202.0,128.0,BLUEFIN,IMO9551868,A8WR8,80.0,0.0,145.0,23.0,6.3,80.0,A
606,636092681.0,2023-01-01T00:00:04,26.93836,-94.53277,19.8,32.1,34.0,PALENA,IMO9306196,A8KV3,70.0,0.0,304.0,40.0,14.0,70.0,A
607,368184980.0,2023-01-01T00:00:00,29.75967,-95.10333,0.8,123.9,64.0,HOUSTON HONOR,IMO1311726,WDM2086,52.0,15.0,20.0,10.0,0.0,52.0,A
608,367724490.0,2023-01-01T00:00:04,30.95097,-91.66011,4.3,338.1,511.0,CHRISTOPHER SCOTT,,WDI7014,31.0,12.0,,,,57.0,A
609,367415180.0,2023-01-01T00:00:08,29.78983,-92.12104,5.4,251.6,251.0,BUD SONIER,,WDE9248,31.0,12.0,21.0,9.0,,57.0,A
610,367135430.0,2023-01-01T00:00:02,30.21685,-93.25902,0.0,253.9,19.0,ENERGY HERCULES,IMO9397365,WDD3733,31.0,0.0,29.0,10.0,3.7,52.0,A
611,367480260.0,2023-01-01T00:00:03,43.56322,-82.50909,10.4,351.9,351.0,VICTORY,IMO8003292,WDF7020,31.0,0.0,42.0,13.0,6.3,52.0,A
612,368163520.0,2023-01-01T00:00:04,29.90538,-90.10805,0.0,152.0,270.0,WALLER,,WDL7792,57.0,12.0,219.0,18.0,2.9,57.0,A
613,368178590.0,2023-01-01T00:00:05,29.92362,-89.92867,0.2,360.0,511.0,DAUPHINE,,WDL9067,50.0,0.0,0.0,0.0,0.0,50.0,A
614,367011830.0,2023-01-01T00:00:03,38.43004,-82.6021,0.0,66.0,167.0,SPEEDWAY,,WDC3641,31.0,12.0,31.0,10.0,,57.0,A
615,368159880.0,2023-01-01T00:00:07,34.78871,-87.66812,0.0,270.0,511.0,TRACI K.,,WDL7397,32.0,0.0,15.0,7.0,0.0,32.0,A
616,374971000.0,2023-01-01T00:00:00,25.07629,-79.65738,15.8,12.9,13.0,HILMA BULKER,IMO9747041,3EEF8,70.0,0.0,,,,70.0,A
617,367324810.0,2023-01-01T00:00:01,30.54564,-88.02409,0.1,69.7,168.0,PAULA LEE,,WDE2410,90.0,15.0,76.0,20.0,,50.0,A
618,367371390.0,2023-01-01T00:00:01,37.08147,-89.16101,0.0,184.0,209.0,RONALD E WAGENBLAST,,WDE5768,31.0,12.0,46.0,12.0,,57.0,A
619,367370780.0,2023-01-01T00:00:06,28.89337,-80.33644,7.2,335.4,334.0,COHO,IMO9536662,WDG9737,31.0,0.0,35.0,11.0,4.7,57.0,A
620,367331990.0,2023-01-01T00:00:03,46.77889,-90.78949,0.0,344.0,511.0,NICHEVO II,,WDE2956,60.0,,18.0,9.0,,,B
621,369970763.0,2023-01-01T00:00:06,32.68704,-117.23598,0.0,234.2,245.0,RSC-3,,,35.0,0.0,,,,35.0,A
622,367637980.0,2023-01-01T00:00:05,36.99604,-89.14765,0.0,33.0,293.0,RAY A ECKSTEIN,,WDH6440,31.0,12.0,51.0,14.0,,57.0,A
623,366943250.0,2023-01-01T00:00:01,25.77372,-80.177,0.1,285.9,108.0,HAWK,IMO9103295,WCS9768,31.0,0.0,33.0,12.0,,1.0,A
624,366888800.0,2023-01-01T00:00:08,32.69605,-117.15204,0.0,208.0,70.0,TIOGA,IMO1021169,WDE7327,52.0,0.0,30.0,12.0,4.2,52.0,A
625,367539920.0,2023-01-01T00:00:09,29.96667,-93.8585,0.0,178.6,191.0,KATIE T MORAN,IMO9650391,WDG4769,31.0,0.0,24.0,10.0,,52.0,A
626,367367620.0,2023-01-01T00:00:01,29.75568,-95.06658,6.2,328.2,511.0,RESURRECTION,,WDE5499,31.0,12.0,22.0,9.0,,57.0,A
627,367476120.0,2023-01-01T00:00:04,46.09378,-122.92429,0.0,344.7,113.0,W L WILLIAMS,,WDF6620,31.0,0.0,18.0,,,31.0,A
628,538008944.0,2023-01-01T00:00:06,37.64815,-122.83282,6.0,52.1,49.0,IONIC ARIADNE,IMO9856555,V7A2933,80.0,0.0,237.0,44.0,13.3,80.0,A
629,367558070.0,2023-01-01T00:00:07,41.81536,-71.40056,0.0,239.1,511.0,SHANNON MCALLISTER,IMO9032941,WDG6536,31.0,0.0,27.0,9.0,,52.0,A
630,368409000.0,2023-01-01T00:00:08,47.65697,-122.36747,0.0,308.8,233.0,ALEUTIAN CHALLENGER,IMO7912109,WAM8217,30.0,15.0,26.0,8.0,2.7,30.0,A
631,367516730.0,2023-01-01T00:00:04,45.61202,-122.64537,0.0,326.2,296.0,STACY T,,WDG2546,31.0,0.0,30.0,7.0,,31.0,A
632,367500810.0,2023-01-01T00:00:03,29.15893,-89.2483,0.0,214.7,140.0,CAPT FRANK,,WDF9003,90.0,12.0,56.0,14.0,,33.0,A
633,367607250.0,2023-01-01T00:00:00,34.55204,-77.35081,0.0,0.0,511.0,ROCKBRIDGE,,WDH3428,90.0,15.0,48.0,,,0.0,A
634,538003696.0,2023-01-01T00:00:07,25.7919,-79.52422,11.3,188.1,187.0,CHEM NORMA,IMO9486192,V7SO9,80.0,0.0,144.0,23.0,8.9,80.0,A
635,367699890.0,2023-01-01T00:00:01,38.7828,-75.12032,0.0,91.0,511.0,J P VIRDEN,,WDI4560,50.0,15.0,16.0,,,50.0,A
636,367481660.0,2023-01-01T00:00:08,38.58893,-90.19809,0.0,360.0,511.0,MIRANDA PAIGE,IMO8976578,WDF7156,31.0,0.0,21.0,9.0,,31.0,A
637,366998130.0,2023-01-01T00:00:04,29.99347,-90.40897,0.2,231.0,312.0,TAYLOR MARIE,IMO8635930,WDC2822,31.0,0.0,20.0,7.0,,52.0,A
638,368188790.0,2023-01-01T00:00:08,29.68522,-90.09977,0.0,248.2,511.0,SOUTHERN NIGHTS,,WDM2507,30.0,0.0,29.0,9.0,3.3,30.0,A
639,367485260.0,2023-01-01T00:00:01,32.68975,-117.13876,0.0,360.0,511.0,PERSUADER,,WDF7513,0.0,11.0,16.0,5.0,0.0,0.0,A
640,367599370.0,2023-01-01T00:00:01,46.73895,-92.08552,0.0,255.2,511.0,HELEN H,IMO8624670,WDH2609,31.0,15.0,25.0,8.0,,0.0,A
641,367015670.0,2023-01-01T00:00:03,41.81503,-71.40025,0.0,139.3,324.0,RAINBOW,IMO8987345,WDC3878,31.0,0.0,26.0,9.0,,52.0,A
642,367544060.0,2023-01-01T00:00:03,38.8409,-90.10572,0.0,290.9,356.0,ANN ELISE,,WDG5175,31.0,12.0,32.0,,,57.0,A
643,367481570.0,2023-01-01T00:00:08,38.58941,-90.19823,4.1,163.9,511.0,KATHERINE B WAYNE,,WDF7148,31.0,0.0,21.0,9.0,,31.0,A
644,368044440.0,2023-01-01T00:00:03,29.73041,-95.05141,0.0,310.3,307.0,DIMMIT,,WDK3355,57.0,12.0,114.0,18.0,2.6,57.0,A
645,368062640.0,2023-01-01T00:00:02,29.4972,-94.56533,6.4,66.9,511.0,POINT COMFORT,,WDK5200,52.0,0.0,25.0,12.0,2.6,57.0,A
646,367325730.0,2023-01-01T00:00:00,29.11995,-90.2033,0.0,360.0,511.0,MS WENDY,IMO8660131,WDE2471,60.0,15.0,49.0,9.0,,60.0,A
647,367108850.0,2023-01-01T00:00:08,29.82206,-92.13272,0.0,240.8,511.0,COTE BLANCHE BAY,IMO7100677,WX9469,30.0,0.0,49.0,10.0,,30.0,A
648,367090580.0,2023-01-01T00:00:04,38.94023,-75.31774,0.0,223.5,511.0,BIG STONE 5,,WSE3119,60.0,15.0,15.0,4.0,,60.0,A
649,367650190.0,2023-01-01T00:00:03,30.17287,-93.31926,0.0,231.9,5.0,TY DOLESE,,WDH7645,31.0,12.0,26.0,,,90.0,A
650,338003759.0,2023-01-01T00:00:06,48.51309,-122.6078,0.0,123.2,511.0,BOLERO,,,37.0,,16.0,,,,B
651,338101821.0,2023-01-01T00:00:02,25.73107,-80.22973,0.0,0.0,511.0,THE FEVER,,,37.0,,18.0,,,,B
652,368156190.0,2023-01-01T00:00:00,28.72978,-95.84841,5.3,252.0,250.0,ZEUS,,WDL7005,57.0,12.0,216.0,22.0,2.8,57.0,A
653,368016710.0,2023-01-01T00:00:06,37.96661,-89.95732,6.8,74.3,511.0,KASKASKIA WARRIOR,,WDJ8468,31.0,15.0,0.0,0.0,0.0,31.0,A
654,367492920.0,2023-01-01T00:00:04,33.73548,-118.27117,0.0,178.5,511.0,KENNETH CARL,IMO8978710,WDF8246,90.0,15.0,33.0,7.0,2.7,0.0,A
655,367464670.0,2023-01-01T00:00:01,28.60285,-96.17463,0.0,227.8,511.0,JOHN WILLIAMS,,WDF5562,31.0,0.0,26.0,9.0,,31.0,A
656,368263930.0,2023-01-01T00:00:09,40.01749,-90.43833,0.0,360.0,511.0,CLYDE,,WD2623,0.0,0.0,18.0,7.0,0.0,0.0,A
657,366988090.0,2023-01-01T00:00:04,29.57493,-90.95542,3.4,126.8,511.0,JOHN G MORGAN,,WCY9243,31.0,0.0,19.0,7.0,,31.0,A
658,368251680.0,2023-01-01T00:00:09,26.8275,-80.0584,0.0,175.6,337.0,DEEP BLUE,,WDM9328,37.0,0.0,16.0,6.0,2.5,37.0,A
659,316001235.0,2023-01-01T00:00:00,48.61087,-123.51309,7.9,320.5,319.0,KLITSA,IMO7228481,CZ3072,60.0,0.0,47.0,12.0,1.4,60.0,A
660,368129710.0,2023-01-01T00:00:06,30.371,-88.56432,0.0,134.1,223.0,SIGNET PURITAN,,WDL4255,56.0,12.0,24.0,10.0,3.4,56.0,A
661,431156000.0,2023-01-01T00:00:03,24.37424,-80.06647,14.8,60.9,63.0,GRANDE RIVIERE,IMO9733686,7JTN,80.0,0.0,175.0,27.0,10.0,82.0,A
662,368219290.0,2023-01-01T00:00:07,30.02226,-93.98498,0.0,291.8,254.0,STEVEN SIKES,,WDM5794,31.0,12.0,26.0,6.0,0.0,31.0,A
663,367714490.0,2023-01-01T00:00:00,37.08445,-88.58679,0.1,149.4,511.0,W C JAMES,,WDI6031,31.0,0.0,13.0,,,52.0,A
664,440057000.0,2023-01-01T00:00:03,49.18079,-122.91832,0.0,277.4,20.0,OCEAN JIN,IMO8904068,D7MH,70.0,5.0,115.0,17.0,7.8,70.0,A
665,366971330.0,2023-01-01T00:00:03,46.90189,-85.35986,13.3,291.3,291.0,EDGAR B SPEER,IMO7625952,WDH7562,70.0,0.0,306.0,32.0,9.8,79.0,A
666,316018634.0,2023-01-01T00:00:01,49.28986,-123.36282,1.3,272.9,0.0,DOROTHY MACKENZIE,,,31.0,0.0,10.0,4.0,1.2,31.0,A
667,367161570.0,2023-01-01T00:00:00,33.34424,-118.32245,0.0,360.0,511.0,ISLAND EXPLORER 3,,WDD5656,60.0,0.0,23.0,7.0,,60.0,A
668,240679000.0,2023-01-01T00:00:07,25.00227,-79.55222,13.7,12.0,10.0,DHONOUSSA,IMO9306562,SYQM,80.0,0.0,228.0,32.0,13.6,0.0,A
669,366916860.0,2023-01-01T00:00:05,28.95008,-95.33766,0.0,298.7,243.0,DREW DEVALL,,WDB6048,31.0,0.0,15.0,6.0,,31.0,A
670,338217000.0,2023-01-01T00:00:02,29.7405,-95.11385,0.0,35.2,44.0,LIBERTY GLORY,IMO9228136,WADP,70.0,5.0,190.0,32.0,11.9,70.0,A
671,367433650.0,2023-01-01T00:00:04,29.42197,-89.87251,0.0,0.5,511.0,ELIZABETH,,WDF2933,31.0,15.0,12.0,4.0,,52.0,A
672,368103220.0,2023-01-01T00:00:02,41.64884,-70.27936,0.0,360.0,511.0,INDEPENDENCE,,WDK9388,30.0,0.0,17.0,12.0,0.0,30.0,A
673,368122350.0,2023-01-01T00:00:00,21.28582,-157.86644,5.6,275.4,511.0,TIGER22-,,WDL3512,99.0,0.0,0.0,0.0,0.0,99.0,A
674,366919170.0,2023-01-01T00:00:03,29.96552,-90.26998,0.0,267.7,255.0,CHARLES SOUTHERN,,WY2704,31.0,12.0,34.0,10.0,,31.0,A
675,367716210.0,2023-01-01T00:00:07,41.90683,-80.79461,0.0,0.0,511.0,NEW JERSEY,,WDI6196,31.0,0.0,24.0,6.0,,99.0,A
676,367005130.0,2023-01-01T00:00:06,29.96766,-93.86041,0.0,228.9,511.0,GULF DAWN,IMO6709725,WCY2448,31.0,11.0,29.0,8.0,3.3,0.0,A
677,368139440.0,2023-01-01T00:00:07,29.2633,-94.48356,0.3,106.9,511.0,VALKYRIE,,WDL5262,60.0,0.0,33.0,8.0,2.4,60.0,A
678,368019060.0,2023-01-01T00:00:01,33.80922,-88.51405,0.0,307.8,511.0,RAY S,,WDJ8710,57.0,12.0,122.0,34.0,2.7,57.0,A
679,368027230.0,2023-01-01T00:00:07,47.95089,-122.29724,0.0,207.3,159.0,WSF SUQUAMISH,IMO9801782,WDJ9559,60.0,0.0,110.0,25.0,0.0,60.0,A
680,367505680.0,2023-01-01T00:00:05,39.93948,-90.53517,0.0,264.7,12.0,WISCONSIN,,WDF9489,31.0,12.0,44.0,14.0,,57.0,A
681,367087250.0,2023-01-01T00:00:09,29.55368,-90.42488,6.1,281.7,511.0,ALVERTA A SETTOON,,WDD4751,31.0,0.0,15.0,6.0,,31.0,A
682,366989380.0,2023-01-01T00:00:00,38.06354,-122.26807,36.2,248.4,248.0,MARE ISLAND,IMO9144665,WDC2198,60.0,0.0,43.0,12.0,1.5,60.0,A
683,367099750.0,2023-01-01T00:00:07,26.53865,-97.40472,0.1,240.4,168.0,LEONARD M FISHER,,WDJ2891,90.0,15.0,,,,33.0,A
684,367524240.0,2023-01-01T00:00:02,28.89813,-95.39286,7.5,110.0,511.0,MON TA,,WDG3264,31.0,0.0,21.0,,,31.0,A
685,367642530.0,2023-01-01T00:00:06,47.26481,-122.43326,6.4,338.3,333.0,BO BRUSCO,IMO9772917,WDH6880,31.0,0.0,23.0,8.0,,31.0,A
686,367575990.0,2023-01-01T00:00:04,41.81535,-71.4004,0.1,183.6,511.0,MATTHEW MCALLISTER,IMO8127505,WDG8294,31.0,0.0,29.0,9.0,2.7,52.0,A
687,367129500.0,2023-01-01T00:00:02,30.06132,-90.879,5.4,264.5,511.0,CLINTON MATTHEW,,WCZ5327,31.0,0.0,20.0,8.0,,31.0,A
688,367041150.0,2023-01-01T00:00:06,29.44454,-91.30426,0.0,256.0,511.0,DIXIE,,WDC5441,31.0,0.0,15.0,6.0,,52.0,A
689,566407000.0,2023-01-01T00:00:03,48.53014,-123.18969,17.0,346.3,345.0,APL LE HAVRE,IMO9461881,9V9375,70.0,0.0,349.0,45.0,15.5,71.0,A
690,367182730.0,2023-01-01T00:00:09,27.82507,-97.26996,0.1,254.3,511.0,MR THOMAS,,WDD7163,31.0,0.0,19.0,7.0,,52.0,A
691,366856460.0,2023-01-01T00:00:06,38.40376,-82.57236,0.0,224.8,117.0,CINCINNATI,IMO8976499,WDD4980,31.0,12.0,26.0,9.0,,57.0,A
692,368264040.0,2023-01-01T00:00:02,29.95989,-90.02852,1.1,3.2,511.0,JIMMY BAER,,WDN2636,31.0,0.0,24.0,8.0,3.5,31.0,A
693,368126620.0,2023-01-01T00:00:07,35.08138,-90.17444,0.0,83.0,354.0,RANDY MAUER,IMO1300843,WDL3947,57.0,12.0,415.0,55.0,3.9,57.0,A
694,367725750.0,2023-01-01T00:00:02,25.78071,-80.12327,0.1,4.5,511.0,MARINER III,,WDI7140,60.0,0.0,32.0,5.0,,39.0,A
695,368111750.0,2023-01-01T00:00:02,29.41026,-94.73896,1.4,254.8,353.0,FLORENCE DAVIS,IMO1296770,WDL2403,57.0,0.0,117.0,34.0,3.0,57.0,A
696,367424420.0,2023-01-01T00:00:01,29.7289,-95.2747,0.0,125.5,511.0,HADEN II,IMO9215335,WDF2064,31.0,0.0,28.0,10.0,5.0,52.0,A
697,366999858.0,2023-01-01T00:00:03,35.37094,-120.85866,0.0,0.0,511.0,CG47231,,,90.0,0.0,14.0,,,51.0,A
698,367175740.0,2023-01-01T00:00:03,29.14934,-90.20388,0.0,352.6,354.0,WILKIN A FALGOUT,IMO7114161,WDD6648,31.0,0.0,32.0,9.0,3.8,31.0,A
699,366972620.0,2023-01-01T00:00:03,21.31012,-157.86916,0.0,335.5,511.0,MIKIOI,IMO8987723,WDH9684,31.0,0.0,23.0,10.0,2.4,52.0,A
700,367547090.0,2023-01-01T00:00:00,35.13098,-90.12722,0.0,227.3,511.0,JIM BARTON,,WDG5479,31.0,15.0,16.0,,,90.0,A
701,367597270.0,2023-01-01T00:00:03,40.58747,-80.23767,0.0,246.3,261.0,MISS BROOKE,,WDH2408,31.0,0.0,17.0,6.0,,57.0,A
702,367308990.0,2023-01-01T00:00:02,27.82008,-97.43188,0.0,52.0,294.0,SAWYER WILLIAM,,WDD9255,31.0,12.0,26.0,9.0,,31.0,A
703,367653490.0,2023-01-01T00:00:03,29.4437,-91.30558,0.0,235.7,511.0,CHRISTI C,,WDH7980,31.0,0.0,20.0,,,31.0,A
704,352001319.0,2023-01-01T00:00:01,48.17443,-123.26016,15.2,228.6,225.0,BENTEN GALAXY,IMO9932725,3E4051,80.0,0.0,157.0,28.0,9.5,80.0,A
705,368115890.0,2023-01-01T00:00:06,29.63956,-91.32705,3.3,82.7,511.0,SOUTHERN BELLE,,WDL2838,99.0,0.0,23.0,8.0,0.0,99.0,A
706,255806206.0,2023-01-01T00:00:07,29.7454,-95.10475,0.0,15.7,219.0,AMSTEL CONFIDENCE,IMO9623659,CQAL4,70.0,5.0,183.0,30.0,5.9,70.0,A
707,366792940.0,2023-01-01T00:00:08,29.74195,-95.11011,0.0,61.2,66.0,JESS NEWTON,IMO8962448,WDA2941,31.0,0.0,30.0,11.0,4.5,52.0,A
708,367444730.0,2023-01-01T00:00:02,29.90066,-90.0808,0.0,360.0,511.0,REPENTANCE,IMO8975847,WDF3848,31.0,12.0,21.0,8.0,,57.0,A
709,367402520.0,2023-01-01T00:00:02,37.04648,-88.53986,0.0,352.1,139.0,MARY ARTIE BRANNON,,WDE8184,31.0,15.0,34.0,10.0,,31.0,A
710,367059330.0,2023-01-01T00:00:08,32.8378,-88.13629,0.9,322.7,511.0,REDEEMER,,WDC6664,31.0,12.0,22.0,10.0,,57.0,A
711,636018799.0,2023-01-01T00:00:05,28.0302,-96.34688,11.8,57.0,57.0,GREEN AURA,IMO9808168,D5RL3,80.0,0.0,250.0,44.0,13.5,80.0,A
712,367783120.0,2023-01-01T00:00:04,29.87619,-92.1305,0.0,45.7,511.0,GO PATRIOT,IMO8987852,WDJ4988,90.0,0.0,39.0,10.0,3.0,90.0,A
713,368161580.0,2023-01-01T00:00:07,29.92867,-89.97495,0.0,125.4,296.0,KEENELAND,,WDL7591,57.0,12.0,20.0,9.0,3.0,57.0,A
714,538008385.0,2023-01-01T00:00:02,37.55146,-76.15347,13.9,169.5,168.0,STAR TOSCANA,IMO9452139,V7YL7,70.0,0.0,199.0,32.0,7.0,70.0,A
715,368210340.0,2023-01-01T00:00:00,29.56277,-94.91927,8.1,146.8,148.0,OTTO,IMO1307459,WDM4850,57.0,12.0,82.0,12.0,2.7,57.0,A
716,338200916.0,2023-01-01T00:00:04,32.72632,-117.19893,0.0,129.5,511.0,SECOND WIND,,,37.0,,12.0,,,,B
717,367353660.0,2023-01-01T00:00:00,40.80198,-73.885,0.1,204.0,106.0,RED HOOK,IMO9501916,WDE4476,70.0,0.0,107.0,16.0,4.9,80.0,A
718,368075150.0,2023-01-01T00:00:02,29.996,-93.91899,0.0,253.4,357.0,COCHRAN,,WDK6501,52.0,0.0,22.0,10.0,3.1,52.0,A
719,316013431.0,2023-01-01T00:00:06,48.41454,-123.38655,0.1,296.3,246.0,PACIFIC SCOUT,,,50.0,15.0,19.0,6.0,2.9,50.0,A
720,367605770.0,2023-01-01T00:00:00,29.53977,-89.90839,0.0,286.2,511.0,JC DEVILLE,,WDH3247,90.0,3.0,48.0,,,33.0,A
721,367733230.0,2023-01-01T00:00:01,38.40057,-82.56,0.0,360.0,511.0,EDITH,IMO100637903,WDI7890,52.0,9.0,16.0,7.0,2.3,52.0,A
722,366778450.0,2023-01-01T00:00:06,37.9448,-122.50837,0.0,287.1,317.0,GOLDEN GATE,IMO9183207,WDF7183,60.0,0.0,42.0,11.0,1.5,40.0,A
723,368018070.0,2023-01-01T00:00:01,37.79347,-122.28239,11.2,78.0,71.0,ARGO,,WDJ8605,60.0,0.0,41.0,12.0,0.0,60.0,A
724,636013055.0,2023-01-01T00:00:01,30.43362,-91.19593,0.0,219.6,2.0,KANPUR,IMO9299771,A8KG8,80.0,15.0,243.0,42.0,14.9,80.0,A
725,368171990.0,2023-01-01T00:00:04,37.92111,-122.40876,0.1,57.5,144.0,LEISA FLORENCE,,WDL8692,52.0,0.0,30.0,13.0,6.1,52.0,A
726,367587710.0,2023-01-01T00:00:02,28.11451,-93.33095,9.6,259.9,257.0,CELTIC,IMO9696814,WDG9429,90.0,0.0,59.0,12.0,3.6,70.0,A
727,368159190.0,2023-01-01T00:00:00,33.67925,-118.18082,22.2,1.1,353.0,PILOT BOAT POLARIS 3,,WDL7326,50.0,0.0,21.0,6.0,0.0,50.0,A
728,368043520.0,2023-01-01T00:00:04,27.84357,-97.07458,0.0,106.9,313.0,CC ARANSAS,IMO9824136,WDK3264,0.0,0.0,33.0,13.0,6.0,0.0,A
729,338203383.0,2023-01-01T00:00:04,48.51095,-122.6094,1.0,360.0,511.0,SPIRIT OF ORCA,,,60.0,,,,,,B
730,367456220.0,2023-01-01T00:00:04,47.65754,-122.37888,0.1,246.6,511.0,POINT LAVINIA,,WDF4822,30.0,0.0,23.0,7.0,,30.0,A
731,367170990.0,2023-01-01T00:00:02,29.75982,-95.1016,0.0,261.5,511.0,SUE ELLEN,,WDD6295,31.0,0.0,18.0,7.0,,52.0,A
732,366755010.0,2023-01-01T00:00:02,33.7306,-118.25386,1.8,18.8,28.0,MASTER,IMO9188532,WCY6528,31.0,0.0,32.0,10.0,6.8,31.0,A
733,366943940.0,2023-01-01T00:00:00,33.47729,-118.46971,24.9,223.0,511.0,SUPER EXPRESS,,WAB6372,60.0,0.0,26.0,6.0,,40.0,A
734,368083410.0,2023-01-01T00:00:00,27.81237,-97.40412,0.0,92.1,177.0,CONNOLLY M,IMO9882310,WDK7333,52.0,0.0,30.0,13.0,6.4,52.0,A
735,367090310.0,2023-01-01T00:00:06,29.58359,-89.0992,6.2,75.7,511.0,SUN OF MAN,,WDC8620,60.0,0.0,33.0,7.0,,67.0,A
736,367105510.0,2023-01-01T00:00:05,45.61206,-122.64579,0.0,0.0,511.0,HENRY BRUSCO,IMO7829778,WDC9691,31.0,5.0,30.0,8.0,,99.0,A
737,368141510.0,2023-01-01T00:00:02,40.67086,-74.0221,17.9,172.1,170.0,WHITE SANDS,,WDL5481,60.0,0.0,26.0,8.0,0.0,60.0,A
738,369990374.0,2023-01-01T00:00:07,40.61284,-74.05977,2.0,279.4,511.0,CG29374,,CG29374,51.0,0.0,8.0,3.0,1.0,51.0,A
739,338084669.0,2023-01-01T00:00:02,25.32925,-80.2619,0.0,235.8,511.0,SARAH B,,,37.0,15.0,17.0,,,37.0,A
740,367373970.0,2023-01-01T00:00:03,32.7151,-117.17394,0.0,360.0,196.0,CABRILLO,,WU2547,60.0,0.0,22.0,6.0,,60.0,A
741,367398340.0,2023-01-01T00:00:01,39.43837,-91.03109,0.0,360.0,511.0,AJAY,,WSV8889,31.0,0.0,13.0,5.0,,52.0,A
742,366940000.0,2023-01-01T00:00:01,29.92477,-89.94745,0.0,295.0,511.0,JACKIE B,IMO9127215,WCW4124,31.0,15.0,33.0,10.0,4.7,31.0,A
743,368067890.0,2023-01-01T00:00:01,27.82463,-97.19124,0.0,201.1,119.0,TED C. LITTON,IMO9869289,WDK5744,52.0,0.0,30.0,13.0,6.3,52.0,A
744,367724740.0,2023-01-01T00:00:08,33.6251,-118.2784,18.7,218.3,511.0,LA ESPADA,IMO8793328,WDI7035,60.0,15.0,,,,6.0,A
745,368121960.0,2023-01-01T00:00:07,30.13454,-93.32363,0.0,62.5,69.0,HEATH MCWILLIAMS,,WDL3475,31.0,12.0,26.0,11.0,2.8,31.0,A
